"","Path","Tour.Length","Fold","EAX.PAR10","EAX.PQR10","EAX.LOG.PAR10","EAX.LOG.PQR10","LKH.PAR10","LKH.PQR10","LKH.LOG.PAR10","LKH.LOG.PQR10"
"196","eax---lkh---sophisticated/1000-275.tsp",21.4766,5,4.3116,3.4115,1.4613,1.2272,25.1848,25.0245,3.2262,3.2199
"197","eax---lkh---sophisticated/1000-276.tsp",20.1645,10,3.4121,2.9185,1.2273,1.0711,450.0358,189.181,6.1093,5.2427
"198","eax---lkh---sophisticated/1000-277.tsp",20.9855,2,3.1648,3.1325,1.1521,1.1418,8907.3626,2869.4465,9.0946,7.9619
"199","eax---lkh---sophisticated/1000-278.tsp",19.5343,3,2.9044,2.9125,1.0662,1.069,807.3535,655.3105,6.6938,6.4851
"200","eax---lkh---sophisticated/1000-279.tsp",19.4,7,3.5288,3.565,1.261,1.2712,14851.0701,1511.552,9.6058,7.3209
"201","eax---lkh---sophisticated/1000-28.tsp",21.0238,3,2.9438,2.963,1.0797,1.0862,36.5393,30.605,3.5984,3.4212
"202","eax---lkh---sophisticated/1000-280.tsp",18.6036,1,2.9897,3.021,1.0952,1.1056,55.8846,55.335,4.0233,4.0134
"203","eax---lkh---sophisticated/1000-281.tsp",22.7598,8,3.2731,3.2845,1.1857,1.1892,246.6712,31.4335,5.5081,3.4479
"204","eax---lkh---sophisticated/1000-282.tsp",20.8692,8,4.1629,3.118,1.4262,1.1372,8.6174,6.5625,2.1538,1.8814
"205","eax---lkh---sophisticated/1000-283.tsp",20.3238,10,2.8529,2.8975,1.0483,1.0638,36000,36000,10.4913,10.4913
"206","eax---lkh---sophisticated/1000-284.tsp",20.953,3,3.2567,2.9325,1.1807,1.0759,293.5362,183.685,5.682,5.2132
"207","eax---lkh---sophisticated/1000-285.tsp",20.6538,8,3.2123,3.2505,1.167,1.1788,12006.5399,2252.1095,9.3932,7.7196
"208","eax---lkh---sophisticated/1000-286.tsp",21.2656,7,5.2229,4.066,1.6531,1.4027,18849.4897,36000,9.8442,10.4913
"209","eax---lkh---sophisticated/1000-287.tsp",23.0663,2,5.0975,4.152,1.6288,1.4236,19059.9095,36000,9.8553,10.4913
"210","eax---lkh---sophisticated/1000-288.tsp",18.6277,3,4.3472,2.9825,1.4695,1.0928,462.9697,343.07,6.1377,5.8379
"211","eax---lkh---sophisticated/1000-289.tsp",20.5667,8,3.357,3.417,1.211,1.2288,7773.8152,765.7635,8.9585,6.6409
"212","eax---lkh---sophisticated/1000-29.tsp",19.6391,5,2.7265,2.771,1.003,1.0192,3.125,2.4975,1.1394,0.9153
"213","eax---lkh---sophisticated/1000-290.tsp",20.0379,8,3.1927,3.278,1.1609,1.1872,3988.4547,266.218,8.2912,5.5843
"214","eax---lkh---sophisticated/1000-291.tsp",19.0112,3,2.9665,3.0555,1.0874,1.1169,33.0474,19.333,3.4979,2.9618
"215","eax---lkh---sophisticated/1000-292.tsp",20.1324,9,4.0233,3.052,1.3921,1.1158,25815.6887,36000,10.1587,10.4913
"216","eax---lkh---sophisticated/1000-293.tsp",19.5912,1,6.3708,4.2835,1.8517,1.4548,712.3768,478.9805,6.5686,6.1717
"217","eax---lkh---sophisticated/1000-294.tsp",15.9073,9,2.412,2.463,0.8805,0.9014,1.6323,1.2765,0.49,0.2441
"218","eax---lkh---sophisticated/1000-295.tsp",21.4699,6,3.3283,3.346,1.2025,1.2078,652.4173,457.622,6.4807,6.126
"219","eax---lkh---sophisticated/1000-296.tsp",20.0081,7,3.8701,3.0035,1.3533,1.0998,323.1635,295.727,5.7782,5.6894
"220","eax---lkh---sophisticated/1000-297.tsp",19.1037,1,2.6466,2.7005,0.9733,0.9934,29388.1922,36000,10.2883,10.4913
"221","eax---lkh---sophisticated/1000-298.tsp",20.8668,8,8.4846,8.745,2.1383,2.1685,137.1849,120.9195,4.9213,4.7951
"222","eax---lkh---sophisticated/1000-299.tsp",20.6646,5,2.5833,2.63,0.9491,0.967,3.15,1.8445,1.1474,0.6122
"223","eax---lkh---sophisticated/1000-3.tsp",18.3713,10,2.7256,2.758,1.0027,1.0145,25910.4929,36000,10.1624,10.4913
"224","eax---lkh---sophisticated/1000-30.tsp",22.4119,7,3.9852,3.5615,1.3826,1.2702,28815.8524,36000,10.2687,10.4913
"225","eax---lkh---sophisticated/1000-300.tsp",21.8994,6,3.5084,3.4515,1.2552,1.2388,4509.6709,1052.708,8.414,6.9591
"226","eax---lkh---sophisticated/1000-301.tsp",20.13,2,3.1156,3.1655,1.1364,1.1523,446.721,316.012,6.1019,5.7558
"227","eax---lkh---sophisticated/1000-302.tsp",21.4625,10,5.4342,3.9475,1.6927,1.3731,18.8854,19.944,2.9384,2.9929
"228","eax---lkh---sophisticated/1000-303.tsp",22.7113,8,3.3099,3.299,1.1969,1.1936,400.3799,306.327,5.9924,5.7247
"229","eax---lkh---sophisticated/1000-304.tsp",21.825,3,5.7032,3.943,1.741,1.3719,36000,36000,10.4913,10.4913
"230","eax---lkh---sophisticated/1000-305.tsp",20.634,4,3.5308,3.0145,1.2615,1.1034,2.0031,1.3865,0.6947,0.3268
"231","eax---lkh---sophisticated/1000-306.tsp",18.8225,4,3.0367,3.048,1.1108,1.1145,8654.6472,2341.8045,9.0659,7.7587
"232","eax---lkh---sophisticated/1000-307.tsp",19.7475,7,2.8281,2.849,1.0396,1.047,32.7426,19.213,3.4887,2.9556
"233","eax---lkh---sophisticated/1000-308.tsp",19.5218,4,3.8243,3.272,1.3414,1.1854,29351.3511,36000,10.2871,10.4913
"234","eax---lkh---sophisticated/1000-309.tsp",20.8091,10,3.2432,3.2985,1.1766,1.1935,1034.0108,707.2545,6.9412,6.5614
"235","eax---lkh---sophisticated/1000-31.tsp",20.6634,9,3.0319,3.019,1.1092,1.1049,2.0177,1.896,0.702,0.6397
"236","eax---lkh---sophisticated/1000-310.tsp",21.6935,6,3.8288,3.827,1.3426,1.3421,40.827,39.913,3.7093,3.6867
"237","eax---lkh---sophisticated/1000-311.tsp",18.8474,4,3.1994,3.2275,1.163,1.1717,8458.9364,2261.2325,9.043,7.7237
"238","eax---lkh---sophisticated/1000-312.tsp",21.0677,3,4.2206,3.2875,1.44,1.1901,15027.4048,1825.069,9.6176,7.5094
"239","eax---lkh---sophisticated/1000-313.tsp",19.8945,7,3.3971,3.373,1.2229,1.2158,36.4368,16.011,3.5956,2.7733
"240","eax---lkh---sophisticated/1000-314.tsp",21.5911,3,3.7579,3.2235,1.3239,1.1705,2.0937,1.7015,0.7389,0.5315
"241","eax---lkh---sophisticated/1000-315.tsp",19.438,3,2.9858,2.984,1.0939,1.0933,714.9909,478.293,6.5723,6.1702
"242","eax---lkh---sophisticated/1000-316.tsp",22.5063,7,8.4533,8.6955,2.1346,2.1628,41.4177,21.6285,3.7237,3.074
"243","eax---lkh---sophisticated/1000-317.tsp",22.5675,2,3.3225,3.3635,1.2007,1.213,11748.8654,1903.69,9.3715,7.5515
"244","eax---lkh---sophisticated/1000-318.tsp",19.3067,6,5.1129,3.3715,1.6318,1.2154,706.2368,742.3125,6.56,6.6098
"245","eax---lkh---sophisticated/1000-319.tsp",20.4178,8,3.0595,3.0415,1.1183,1.1124,4618.2788,1250.0055,8.4378,7.1309
"246","eax---lkh---sophisticated/1000-32.tsp",20.9371,1,3.2733,3.2425,1.1858,1.1763,15869.9787,3296.6245,9.6722,8.1007
"247","eax---lkh---sophisticated/1000-320.tsp",21.0057,5,4.5835,3.2045,1.5225,1.1646,4699.6099,1303.22,8.4552,7.1726
"248","eax---lkh---sophisticated/1000-321.tsp",18.9719,7,3.6664,3.2685,1.2992,1.1843,295.804,205.3655,5.6897,5.3248
"249","eax---lkh---sophisticated/1000-322.tsp",22.6877,6,4.2745,3.8455,1.4527,1.3469,4628.9972,955.1965,8.4401,6.8619
"250","eax---lkh---sophisticated/1000-323.tsp",19.256,7,3.3221,2.9225,1.2006,1.0724,318.5564,307.2345,5.7638,5.7276
"251","eax---lkh---sophisticated/1000-324.tsp",22.885,1,3.6208,3.677,1.2867,1.3021,110.484,120.0525,4.7049,4.7879
"252","eax---lkh---sophisticated/1000-325.tsp",19.9969,9,3.4273,3.0325,1.2318,1.1094,32453.6725,36000,10.3876,10.4913
"253","eax---lkh---sophisticated/1000-326.tsp",19.4208,5,3.2624,3.2765,1.1825,1.1868,30.6769,25.304,3.4235,3.231
"254","eax---lkh---sophisticated/1000-327.tsp",19.5867,5,3.0125,3.0215,1.1028,1.1058,4.2659,2.943,1.4507,1.0794
"255","eax---lkh---sophisticated/1000-328.tsp",22.5141,4,8.1197,8.322,2.0943,2.1189,129.3866,101.826,4.8628,4.6233
"256","eax---lkh---sophisticated/1000-329.tsp",20.3071,10,2.9443,3.01,1.0799,1.1019,15850.743,3242.971,9.671,8.0842
"257","eax---lkh---sophisticated/1000-33.tsp",19.1397,1,2.9394,2.944,1.0782,1.0798,15850.5091,3363.51,9.671,8.1207
"258","eax---lkh---sophisticated/1000-330.tsp",18.9095,1,3.0435,3.0895,1.113,1.128,4.4865,3.24,1.5011,1.1756
"259","eax---lkh---sophisticated/1000-331.tsp",20.4039,6,2.9551,2.9455,1.0835,1.0803,29077.1365,36000,10.2777,10.4913
"260","eax---lkh---sophisticated/1000-332.tsp",22.4642,8,3.2115,3.2555,1.1667,1.1803,3950.4476,290.4,8.2816,5.6713
"261","eax---lkh---sophisticated/1000-333.tsp",17.6361,5,2.8913,2.9285,1.0617,1.0745,18589.5859,36000,9.8304,10.4913
"262","eax---lkh---sophisticated/1000-334.tsp",17.5808,1,3.0939,2.731,1.1294,1.0047,8188.6978,1381.743,9.0105,7.2311
"263","eax---lkh---sophisticated/1000-335.tsp",20.8984,9,3.0629,3.022,1.1194,1.1059,22175.5015,36000,10.0067,10.4913
"264","eax---lkh---sophisticated/1000-336.tsp",18.1184,7,2.8706,2.827,1.0545,1.0392,1403.2932,1135.544,7.2466,7.0349
"265","eax---lkh---sophisticated/1000-337.tsp",17.0624,4,2.9984,2.9805,1.0981,1.0921,46.9123,41.9925,3.8483,3.7375
"266","eax---lkh---sophisticated/1000-338.tsp",21.5592,1,3.1748,3.1805,1.1552,1.157,29.5547,27.311,3.3862,3.3073
"267","eax---lkh---sophisticated/1000-339.tsp",20.9549,5,7.1723,5.9815,1.9702,1.7887,224.2316,196.392,5.4127,5.2801
"268","eax---lkh---sophisticated/1000-34.tsp",20.5666,8,3.1424,3.1625,1.145,1.1514,28914.4884,36000,10.2721,10.4913
"269","eax---lkh---sophisticated/1000-340.tsp",21.9403,10,3.2171,3.231,1.1685,1.1728,587.6415,429.3685,6.3761,6.0623
"270","eax---lkh---sophisticated/1000-341.tsp",19.7635,2,3.1994,3.2155,1.163,1.168,12146.2209,3018.964,9.4048,8.0127
"271","eax---lkh---sophisticated/1000-342.tsp",22.8844,1,3.7278,3.7825,1.3158,1.3304,317.583,176.107,5.7607,5.1711
"272","eax---lkh---sophisticated/1000-343.tsp",22.6735,6,3.5519,3.379,1.2675,1.2176,22251.8215,36000,10.0102,10.4913
"273","eax---lkh---sophisticated/1000-344.tsp",19.332,10,2.843,2.8415,1.0449,1.0443,7.105,4.6665,1.9608,1.5404
"274","eax---lkh---sophisticated/1000-345.tsp",19.6695,5,2.8324,2.865,1.0411,1.0526,589.4233,441.5995,6.3791,6.0904
"275","eax---lkh---sophisticated/1000-346.tsp",22.0715,6,5.166,3.7595,1.6421,1.3243,15387.0597,2453.8365,9.6413,7.8054
"276","eax---lkh---sophisticated/1000-347.tsp",18.0958,4,2.747,2.7915,1.0105,1.0266,4920.9088,1255.6915,8.5012,7.1354
"277","eax---lkh---sophisticated/1000-348.tsp",19.1864,1,3.182,2.898,1.1575,1.064,151.2858,150.8595,5.0192,5.0163
"278","eax---lkh---sophisticated/1000-349.tsp",19.8932,6,4.5142,4.5525,1.5072,1.5157,573.8083,475.425,6.3523,6.1642
"279","eax---lkh---sophisticated/1000-35.tsp",19.3492,8,3.2623,3.222,1.1824,1.17,4463.8686,869.383,8.4038,6.7678
"280","eax---lkh---sophisticated/1000-350.tsp",19.9765,8,5.3428,3.313,1.6757,1.1979,1341.4695,603.77,7.2015,6.4032
"281","eax---lkh---sophisticated/1000-351.tsp",18.3257,3,3.585,3.1495,1.2768,1.1472,1073.5251,721.68,6.9787,6.5816
"282","eax---lkh---sophisticated/1000-352.tsp",21.589,6,3.5305,3.6255,1.2614,1.288,11345.6127,1344.281,9.3366,7.2036
"283","eax---lkh---sophisticated/1000-353.tsp",21.6555,7,3.3818,3.379,1.2184,1.2176,125.2907,67.196,4.8306,4.2076
"284","eax---lkh---sophisticated/1000-354.tsp",21.2259,4,3.2226,3.2305,1.1702,1.1726,8445.0488,2357.8435,9.0413,7.7655
"285","eax---lkh---sophisticated/1000-355.tsp",23.1151,9,4.7713,4.1885,1.5626,1.4323,4702.204,1308.909,8.4558,7.1769
"286","eax---lkh---sophisticated/1000-356.tsp",18.7077,10,2.8846,2.8845,1.0594,1.0594,18701.2326,36000,9.8363,10.4913
"287","eax---lkh---sophisticated/1000-357.tsp",18.7755,8,3.2129,3.2275,1.1672,1.1717,28858.2473,36000,10.2702,10.4913
"288","eax---lkh---sophisticated/1000-358.tsp",19.9727,5,3.0583,3.1055,1.1179,1.1332,540.0568,320.453,6.2917,5.7697
"289","eax---lkh---sophisticated/1000-359.tsp",20.5685,5,3.2872,3.2935,1.19,1.192,11616.6787,1611.8535,9.3602,7.3851
"290","eax---lkh---sophisticated/1000-36.tsp",19.706,6,4.1792,3.623,1.4301,1.2873,703.6961,659.71,6.5563,6.4918
"291","eax---lkh---sophisticated/1000-360.tsp",20.3543,7,6.7412,4.072,1.9082,1.4041,98.0105,53.093,4.5851,3.972
"292","eax---lkh---sophisticated/1000-361.tsp",21.0391,8,3.6596,3.0465,1.2974,1.114,9.2613,8.0655,2.2258,2.0876
"293","eax---lkh---sophisticated/1000-362.tsp",19.2409,5,3.0044,3.0015,1.1001,1.0991,5131.5822,1864.5845,8.5432,7.5308
"294","eax---lkh---sophisticated/1000-363.tsp",20.8617,2,3.2538,3.2725,1.1798,1.1856,1002.0209,802.7395,6.9098,6.688
"295","eax---lkh---sophisticated/1000-364.tsp",21.2024,7,3.9361,3.518,1.3702,1.2579,511.4056,439.5075,6.2372,6.0857
"296","eax---lkh---sophisticated/1000-365.tsp",19.2615,10,2.526,2.542,0.9266,0.933,32607.843,36000,10.3923,10.4913
"297","eax---lkh---sophisticated/1000-366.tsp",18.294,10,3.209,3.235,1.166,1.174,4435.7592,915.7155,8.3975,6.8197
"298","eax---lkh---sophisticated/1000-367.tsp",21.3725,9,3.1832,3.2105,1.1579,1.1664,17.0749,9.298,2.8376,2.2298
"299","eax---lkh---sophisticated/1000-368.tsp",23.4176,9,5.8962,4.142,1.7743,1.4212,72.6583,41.7185,4.2858,3.7309
"300","eax---lkh---sophisticated/1000-369.tsp",20.7481,1,3.9904,3.2445,1.3839,1.177,143.2637,136.606,4.9647,4.9171
"301","eax---lkh---sophisticated/1000-37.tsp",18.3901,1,5.7609,3.3655,1.7511,1.2136,36000,36000,10.4913,10.4913
"302","eax---lkh---sophisticated/1000-370.tsp",20.1874,4,2.9248,2.8875,1.0732,1.0604,12109.4549,2667.294,9.4017,7.8888
"303","eax---lkh---sophisticated/1000-371.tsp",20.7957,9,3.0835,3.1055,1.1261,1.1332,664.4296,628.842,6.4989,6.4439
"304","eax---lkh---sophisticated/1000-372.tsp",19.5485,7,3.2816,2.861,1.1883,1.0512,197.2547,207.432,5.2845,5.3348
"305","eax---lkh---sophisticated/1000-373.tsp",21.6735,3,3.8342,3.3705,1.344,1.2151,64.8124,64.191,4.1715,4.1619
"306","eax---lkh---sophisticated/1000-374.tsp",19.5815,10,3.1227,3.2095,1.1387,1.1661,2.835,2.345,1.042,0.8523
"307","eax---lkh---sophisticated/1000-375.tsp",22.7122,4,5.3784,3.7075,1.6824,1.3104,375.0127,221.5525,5.927,5.4007
"308","eax---lkh---sophisticated/1000-376.tsp",18.4481,1,3.347,2.9975,1.2081,1.0978,29066.689,36000,10.2773,10.4913
"309","eax---lkh---sophisticated/1000-377.tsp",19.4647,2,3.4113,3.383,1.2271,1.2188,1070.9254,752.201,6.9763,6.623
"310","eax---lkh---sophisticated/1000-378.tsp",18.778,2,4.2608,3.24,1.4495,1.1756,22306.8438,36000,10.0126,10.4913
"311","eax---lkh---sophisticated/1000-379.tsp",20.9997,6,2.9761,2.9465,1.0906,1.0806,361.1434,311.728,5.8893,5.7421
"312","eax---lkh---sophisticated/1000-38.tsp",23.2192,6,3.8342,3.859,1.344,1.3504,17.9432,13.219,2.8872,2.5817
"313","eax---lkh---sophisticated/1000-380.tsp",20.3572,7,2.9812,3.011,1.0923,1.1023,36000,36000,10.4913,10.4913
"314","eax---lkh---sophisticated/1000-381.tsp",19.6917,2,3.6624,3.2125,1.2981,1.167,97.6097,81.121,4.581,4.3959
"315","eax---lkh---sophisticated/1000-382.tsp",22.0624,6,4.3993,3.374,1.4814,1.2161,323.0342,275.2025,5.7778,5.6175
"316","eax---lkh---sophisticated/1000-383.tsp",16.7104,8,2.7329,2.8035,1.0054,1.0309,51.9826,30.507,3.9509,3.418
"317","eax---lkh---sophisticated/1000-384.tsp",22.4797,4,4.6591,3.522,1.5388,1.259,354.7618,258.3675,5.8714,5.5544
"318","eax---lkh---sophisticated/1000-385.tsp",22.4488,1,3.4524,3.456,1.2391,1.2401,516.2792,340.1895,6.2466,5.8295
"319","eax---lkh---sophisticated/1000-386.tsp",19.9862,1,3.5142,3.5345,1.2568,1.2626,15227.6691,2742.2835,9.6309,7.9165
"320","eax---lkh---sophisticated/1000-387.tsp",20.3688,1,3.275,3.3705,1.1863,1.2151,160.6875,92.9395,5.0795,4.5319
"321","eax---lkh---sophisticated/1000-388.tsp",21.4358,2,8.5301,6.7185,2.1436,1.9049,16.5114,9.3575,2.8041,2.2362
"322","eax---lkh---sophisticated/1000-389.tsp",18.4493,9,5.3344,3.969,1.6742,1.3785,1224.562,1022.2095,7.1103,6.9297
"323","eax---lkh---sophisticated/1000-39.tsp",21.713,8,3.4443,3.5425,1.2367,1.2648,221.0148,169.9255,5.3982,5.1354
"324","eax---lkh---sophisticated/1000-390.tsp",19.3992,8,2.9801,3.0325,1.092,1.1094,43.1453,32.7985,3.7646,3.4904
"325","eax---lkh---sophisticated/1000-391.tsp",18.9381,8,3.7881,3.369,1.3319,1.2146,3.4579,1.353,1.2407,0.3023
"326","eax---lkh---sophisticated/1000-392.tsp",20.4654,10,3.1746,3.2455,1.1552,1.1773,25627.3801,36000,10.1514,10.4913
"327","eax---lkh---sophisticated/1000-393.tsp",18.2927,1,3.7988,3.001,1.3347,1.0989,273.4811,197.5195,5.6112,5.2858
"328","eax---lkh---sophisticated/1000-394.tsp",22.9376,9,3.8568,3.374,1.3498,1.2161,210.279,121.151,5.3484,4.797
"329","eax---lkh---sophisticated/1000-395.tsp",18.5794,1,2.853,2.8925,1.0484,1.0621,421.1274,315.7365,6.0429,5.7549
"330","eax---lkh---sophisticated/1000-396.tsp",19.1285,10,2.7418,2.8245,1.0086,1.0383,1136.2995,871.7025,7.0355,6.7704
"331","eax---lkh---sophisticated/1000-397.tsp",20.4031,7,4.0666,3.599,1.4028,1.2807,19249.7793,36000,9.8653,10.4913
"332","eax---lkh---sophisticated/1000-398.tsp",18.2272,9,2.4216,2.387,0.8844,0.87,11341.8018,1194.0465,9.3363,7.0851
"333","eax---lkh---sophisticated/1000-399.tsp",19.4695,9,3.8225,3.4785,1.3409,1.2466,116.3147,107.442,4.7563,4.677
"334","eax---lkh---sophisticated/1000-4.tsp",20.8012,10,4.9806,3.9635,1.6056,1.3771,4963.7986,1482.7625,8.5099,7.3017
"335","eax---lkh---sophisticated/1000-40.tsp",17.9252,4,3.1172,3.1485,1.1369,1.1469,29322.958,36000,10.2861,10.4913
"336","eax---lkh---sophisticated/1000-400.tsp",17.8728,2,2.8325,2.869,1.0412,1.054,9.6826,8.516,2.2703,2.1419
"337","eax---lkh---sophisticated/1000-401.tsp",20.2606,4,3.3408,3.33,1.2062,1.203,37.7018,32.661,3.6297,3.4862
"338","eax---lkh---sophisticated/1000-402.tsp",23.271,5,4.443,3.732,1.4913,1.3169,118.1371,85.6,4.7718,4.4497
"339","eax---lkh---sophisticated/1000-403.tsp",21.0851,4,3.0348,2.6095,1.1101,0.9592,475.7896,468.8275,6.165,6.1502
"340","eax---lkh---sophisticated/1000-404.tsp",20.1017,2,2.8312,2.8815,1.0407,1.0583,12136.0499,2616.2145,9.4039,7.8695
"341","eax---lkh---sophisticated/1000-405.tsp",22.7741,3,5.0365,3.9275,1.6167,1.368,1202.4625,822.851,7.0921,6.7128
"342","eax---lkh---sophisticated/1000-406.tsp",22.1368,7,3.5934,3.1815,1.2791,1.1574,1.6426,1.3055,0.4963,0.2666
"343","eax---lkh---sophisticated/1000-407.tsp",21.3967,4,3.6648,3.754,1.2988,1.3228,600.0757,471.421,6.3971,6.1558
"344","eax---lkh---sophisticated/1000-408.tsp",22.333,7,4.9121,3.628,1.5917,1.2887,49.6329,22.875,3.9047,3.13
"345","eax---lkh---sophisticated/1000-409.tsp",19.4557,8,3.1237,3.097,1.139,1.1304,25890.8995,36000,10.1616,10.4913
"346","eax---lkh---sophisticated/1000-41.tsp",19.0132,8,4.3428,3.085,1.4685,1.1266,6.9138,5.776,1.9335,1.7537
"347","eax---lkh---sophisticated/1000-410.tsp",19.3919,1,2.928,3.001,1.0743,1.0989,5.7543,4.3255,1.7499,1.4645
"348","eax---lkh---sophisticated/1000-411.tsp",20.0219,1,2.6715,2.6865,0.9826,0.9882,8811.6301,2196.796,9.0838,7.6948
"349","eax---lkh---sophisticated/1000-412.tsp",18.6823,8,3.7701,3.2515,1.3271,1.1791,529.0356,196.346,6.2711,5.2799
"350","eax---lkh---sophisticated/1000-413.tsp",20.702,7,3.2389,3.3075,1.1752,1.1962,11929.4372,1797.4295,9.3868,7.4941
"351","eax---lkh---sophisticated/1000-414.tsp",19.3952,2,2.9746,2.9675,1.0901,1.0877,18495.8522,36000,9.8253,10.4913
"352","eax---lkh---sophisticated/1000-415.tsp",19.8086,2,2.9257,3.006,1.0735,1.1006,109.3108,76.9655,4.6942,4.3434
"353","eax---lkh---sophisticated/1000-416.tsp",18.5038,2,3.0135,2.9635,1.1031,1.0864,15441.9519,2867.585,9.6448,7.9612
"354","eax---lkh---sophisticated/1000-417.tsp",21.9546,9,3.2992,3.3415,1.1937,1.2064,25760.5484,36000,10.1566,10.4913
"355","eax---lkh---sophisticated/1000-418.tsp",21.9828,1,4.0421,3.302,1.3968,1.1945,2.1546,2.22,0.7676,0.7975
"356","eax---lkh---sophisticated/1000-419.tsp",20.1541,6,3.0277,2.681,1.1078,0.9862,163.678,114.6425,5.0979,4.7418
"357","eax---lkh---sophisticated/1000-42.tsp",18.8709,9,3.3868,3.4235,1.2199,1.2307,262.1061,165.4255,5.5687,5.1085
"358","eax---lkh---sophisticated/1000-420.tsp",22.3273,2,3.6566,3.681,1.2965,1.3032,11910.5681,2260.8445,9.3852,7.7235
"359","eax---lkh---sophisticated/1000-421.tsp",20.6113,6,3.5333,3.5165,1.2622,1.2575,125.3952,101.276,4.8315,4.6178
"360","eax---lkh---sophisticated/1000-422.tsp",21.5126,7,3.4436,3.474,1.2365,1.2453,356.6451,386.673,5.8767,5.9576
"361","eax---lkh---sophisticated/1000-423.tsp",16.8495,4,2.9469,2.9915,1.0808,1.0958,4785.896,1676.9145,8.4734,7.4247
"362","eax---lkh---sophisticated/1000-424.tsp",22.5343,2,3.1943,3.107,1.1614,1.1337,173.8816,63.844,5.1584,4.1564
"363","eax---lkh---sophisticated/1000-425.tsp",20.9708,4,4.6013,3.6335,1.5263,1.2902,1261.4524,833.1415,7.14,6.7252
"364","eax---lkh---sophisticated/1000-426.tsp",18.7164,3,5.824,3.685,1.762,1.3043,30.6903,18.779,3.4239,2.9327
"365","eax---lkh---sophisticated/1000-427.tsp",19.9394,6,2.7999,2.8465,1.0296,1.0461,25780.7844,36000,10.1574,10.4913
"366","eax---lkh---sophisticated/1000-428.tsp",20.4291,7,4.3196,3.1795,1.4632,1.1567,394.4084,358.264,5.9774,5.8813
"367","eax---lkh---sophisticated/1000-429.tsp",19.4322,5,3.6355,3.17,1.2907,1.1537,12.0695,12.382,2.4907,2.5162
"368","eax---lkh---sophisticated/1000-43.tsp",19.2212,6,3.8862,3.373,1.3574,1.2158,4443.6265,911.0565,8.3992,6.8146
"369","eax---lkh---sophisticated/1000-430.tsp",20.7058,5,3.3211,3.3045,1.2003,1.1953,556.9156,456.6655,6.3224,6.124
"370","eax---lkh---sophisticated/1000-431.tsp",20.3213,4,3.6926,3.176,1.3063,1.1556,927.8613,775.148,6.8329,6.6531
"371","eax---lkh---sophisticated/1000-432.tsp",22.0288,5,3.6927,3.638,1.3064,1.2914,272.4673,212.697,5.6075,5.3599
"372","eax---lkh---sophisticated/1000-433.tsp",21.4918,5,3.447,3.477,1.2375,1.2462,4547.0912,982.9985,8.4222,6.8906
"373","eax---lkh---sophisticated/1000-434.tsp",20.6421,9,5.3682,4.0775,1.6805,1.4055,396.8611,186.9785,5.9836,5.231
"374","eax---lkh---sophisticated/1000-435.tsp",18.2764,3,2.7527,2.7285,1.0126,1.0038,261.2991,163.627,5.5657,5.0976
"375","eax---lkh---sophisticated/1000-436.tsp",18.1646,7,2.5486,2.4885,0.9355,0.9117,91.0772,53.086,4.5117,3.9719
"376","eax---lkh---sophisticated/1000-437.tsp",21.6024,10,4.5007,3.246,1.5042,1.1774,35.6851,41.74,3.5747,3.7315
"377","eax---lkh---sophisticated/1000-438.tsp",18.742,4,3.1841,3.163,1.1582,1.1515,29145.4027,36000,10.2801,10.4913
"378","eax---lkh---sophisticated/1000-439.tsp",20.0906,3,3.1631,3.1835,1.1516,1.158,2.2265,2.2515,0.8004,0.8116
"379","eax---lkh---sophisticated/1000-44.tsp",18.605,7,3.2269,3.1475,1.1715,1.1466,4550.9615,778.9725,8.4231,6.658
"380","eax---lkh---sophisticated/1000-440.tsp",20.3807,4,2.9601,2.967,1.0852,1.0876,1061.5421,919.8485,6.9675,6.8242
"381","eax---lkh---sophisticated/1000-441.tsp",21.1098,3,3.5922,3.2195,1.2788,1.1692,88.9577,91.4715,4.4882,4.516
"382","eax---lkh---sophisticated/1000-442.tsp",22.1241,8,15.4434,13.3525,2.7372,2.5917,15298.2805,1963.7335,9.6355,7.5826
"383","eax---lkh---sophisticated/1000-443.tsp",21.7422,3,11.0209,7.4005,2.3998,2.0015,4508.9348,858.007,8.4138,6.7546
"384","eax---lkh---sophisticated/1000-444.tsp",22.6811,10,4.323,3.565,1.4639,1.2712,55.0341,47.629,4.008,3.8634
"385","eax---lkh---sophisticated/1000-445.tsp",19.6319,1,2.8912,2.79,1.0617,1.026,239.0625,228.9545,5.4767,5.4335
"386","eax---lkh---sophisticated/1000-446.tsp",17.4919,1,4.0982,3.235,1.4105,1.174,4653.9592,1321.4105,8.4455,7.1865
"387","eax---lkh---sophisticated/1000-447.tsp",19.1123,5,4.3597,3.1625,1.4724,1.1514,11170.4851,850.49,9.321,6.7458
"388","eax---lkh---sophisticated/1000-448.tsp",20.575,1,2.9928,2.9645,1.0962,1.0867,674.9036,258.8805,6.5146,5.5564
"389","eax---lkh---sophisticated/1000-449.tsp",20.8292,10,3.4675,2.98,1.2434,1.0919,1512.9088,1024.262,7.3218,6.9317
"390","eax---lkh---sophisticated/1000-45.tsp",19.3228,7,2.5873,2.625,0.9506,0.9651,14.5804,11.9545,2.6797,2.4811
"391","eax---lkh---sophisticated/1000-450.tsp",19.2726,9,10.9053,9.0195,2.3892,2.1994,1174.9388,776.986,7.069,6.6554
