,Unnamed: 0,Path,Tour.Length,Fold,EAX.PAR10,EAX.PQR10,EAX.LOG.PAR10,EAX.LOG.PQR10,LKH.PAR10,LKH.PQR10,LKH.LOG.PAR10,LKH.LOG.PQR10,mst_dists_mean,mst_dists_median,mst_dists_varcoeff,mst_dists_sum
249,250,eax---lkh---sophisticated/1000-323.tsp,19.256,7,3.3221,2.9225,1.2006,1.0724,318.5564,307.2345,5.7638,5.7276,0.169287772798333,0.149528106479691,0.76015508656018,0.331526099502636
250,251,eax---lkh---sophisticated/1000-324.tsp,22.885,1,3.6208,3.677,1.2867,1.3021,110.484,120.0525,4.7049,4.7879,0.204832263469682,0.20160314194996,0.514290962253564,0.39215172209688104
251,252,eax---lkh---sophisticated/1000-325.tsp,19.9969,9,3.4273,3.0325,1.2318,1.1094,32453.6725,36000.0,10.3876,10.4913,0.175350884535664,0.150407573749557,0.729576821085452,0.33599181374204595
252,253,eax---lkh---sophisticated/1000-326.tsp,19.4208,5,3.2624,3.2765,1.1825,1.1868,30.6769,25.304,3.4235,3.231,0.17140675410487902,0.15933117326195098,0.67878303789617,0.327867120999262
253,254,eax---lkh---sophisticated/1000-327.tsp,19.5867,5,3.0125,3.0215,1.1028,1.1058,4.2659,2.943,1.4507,1.0794,0.173257713154568,0.15119421535309702,0.702941269276146,0.318948391378954
254,255,eax---lkh---sophisticated/1000-328.tsp,22.5141,4,8.1197,8.322,2.0943,2.1189,129.3866,101.826,4.8628,4.6233,0.20193651428324602,0.198076278381519,0.490378421085224,0.377948405923983
255,256,eax---lkh---sophisticated/1000-329.tsp,20.3071,10,2.9443,3.01,1.0799,1.1019,15850.743,3242.971,9.671,8.0842,0.17782982248690699,0.15470006920128798,0.668658486191119,0.34681597798393304
256,257,eax---lkh---sophisticated/1000-33.tsp,19.1397,1,2.9394,2.944,1.0782,1.0798,15850.5091,3363.51,9.671,8.1207,0.16800255137550402,0.14676216661782202,0.741406661385227,0.330080530247732
257,258,eax---lkh---sophisticated/1000-330.tsp,18.9095,1,3.0435,3.0895,1.113,1.128,4.4865,3.24,1.5011,1.1756,0.165097382115699,0.141599850182612,0.782362928157666,0.35621551218862196
258,259,eax---lkh---sophisticated/1000-331.tsp,20.4039,6,2.9551,2.9455,1.0835,1.0803,29077.1365,36000.0,10.2777,10.4913,0.181662545065076,0.169374665395575,0.58381595473919,0.340616923349566
259,260,eax---lkh---sophisticated/1000-332.tsp,22.4642,8,3.2115,3.2555,1.1667,1.1803,3950.4476,290.4,8.2816,5.6713,0.201334057750037,0.19779977096962098,0.503872153827002,0.39769747095048197
260,261,eax---lkh---sophisticated/1000-333.tsp,17.6361,5,2.8913,2.9285,1.0617,1.0745,18589.5859,36000.0,9.8304,10.4913,0.154675937972315,0.127081176552711,0.778137154726347,0.27830547266645
261,262,eax---lkh---sophisticated/1000-334.tsp,17.5808,1,3.0939,2.731,1.1294,1.0047,8188.6978,1381.743,9.0105,7.2311,0.15205250605958,0.11789484915206601,0.839804076047028,0.299588218832439
262,263,eax---lkh---sophisticated/1000-335.tsp,20.8984,9,3.0629,3.022,1.1194,1.1059,22175.5015,36000.0,10.0067,10.4913,0.186184307529232,0.168867049650684,0.628159476185847,0.357292551281511
263,264,eax---lkh---sophisticated/1000-336.tsp,18.1184,7,2.8706,2.827,1.0545,1.0392,1403.2932,1135.544,7.2466,7.0349,0.15834356680261097,0.132835297082919,0.844982063676812,0.313342796012253
264,265,eax---lkh---sophisticated/1000-337.tsp,17.0624,4,2.9984,2.9805,1.0981,1.0921,46.9123,41.9925,3.8483,3.7375,0.148747387322137,0.11971547324995699,1.05079238777745,0.283622712901897
265,266,eax---lkh---sophisticated/1000-338.tsp,21.5592,1,3.1748,3.1805,1.1552,1.157,29.5547,27.311,3.3862,3.3073,0.191687725002676,0.17893004347553199,0.589129350908294,0.383630036395819
266,267,eax---lkh---sophisticated/1000-339.tsp,20.9549,5,7.1723,5.9815,1.9702,1.7887,224.2316,196.392,5.4127,5.2801,0.185666442557693,0.166149322247207,0.635561821644737,0.3603948730827
267,268,eax---lkh---sophisticated/1000-34.tsp,20.5666,8,3.1424,3.1625,1.145,1.1514,28914.4884,36000.0,10.2721,10.4913,0.18429024643054,0.162220742239194,0.657139386473138,0.353076067241321
268,269,eax---lkh---sophisticated/1000-340.tsp,21.9403,10,3.2171,3.231,1.1685,1.1728,587.6415,429.3685,6.3761,6.0623,0.197565555396299,0.185421424760487,0.544101516570627,0.38046309696799496
269,270,eax---lkh---sophisticated/1000-341.tsp,19.7635,2,3.1994,3.2155,1.163,1.168,12146.2209,3018.964,9.4048,8.0127,0.172398235764229,0.149106933263295,0.758526096548256,0.351612644979948
270,271,eax---lkh---sophisticated/1000-342.tsp,22.8844,1,3.7278,3.7825,1.3158,1.3304,317.583,176.107,5.7607,5.1711,0.206737003793432,0.203450010851938,0.481149405537934,0.38925866698782
271,272,eax---lkh---sophisticated/1000-343.tsp,22.6735,6,3.5519,3.379,1.2675,1.2176,22251.8215,36000.0,10.0102,10.4913,0.204820670566694,0.20095915338030598,0.529086350082831,0.388715007204946
272,273,eax---lkh---sophisticated/1000-344.tsp,19.332,10,2.843,2.8415,1.0449,1.0443,7.105,4.6665,1.9608,1.5404,0.168885657212818,0.150513685609199,0.652036764477061,0.315801162338559
273,274,eax---lkh---sophisticated/1000-345.tsp,19.6695,5,2.8324,2.865,1.0411,1.0526,589.4233,441.5995,6.3791,6.0904,0.173078006398592,0.147128094652671,0.72095604820045,0.358544322817088
274,275,eax---lkh---sophisticated/1000-346.tsp,22.0715,6,5.166,3.7595,1.6421,1.3243,15387.0597,2453.8365,9.6413,7.8054,0.19677429029974403,0.18979286830950698,0.554718588278474,0.371327919434982
275,276,eax---lkh---sophisticated/1000-347.tsp,18.0958,4,2.747,2.7915,1.0105,1.0266,4920.9088,1255.6915,8.5012,7.1354,0.158368039531665,0.13145353553391198,0.794175602974,0.28700324304768304
276,277,eax---lkh---sophisticated/1000-348.tsp,19.1864,1,3.182,2.898,1.1575,1.064,151.2858,150.8595,5.0192,5.0163,0.16802411630116001,0.141876738473766,0.734154869162671,0.327659984882313
277,278,eax---lkh---sophisticated/1000-349.tsp,19.8932,6,4.5142,4.5525,1.5072,1.5157,573.8083,475.425,6.3523,6.1642,0.176258586016459,0.160691016462233,0.665281467685815,0.32721931072994204
278,279,eax---lkh---sophisticated/1000-35.tsp,19.3492,8,3.2623,3.222,1.1824,1.17,4463.8686,869.383,8.4038,6.7678,0.17031747518209,0.143535142862237,0.787466516841696,0.33792851422935105
279,280,eax---lkh---sophisticated/1000-350.tsp,19.9765,8,5.3428,3.313,1.6757,1.1979,1341.4695,603.77,7.2015,6.4032,0.176617970858372,0.156219339220925,0.6953851752023,0.33875215639678297
280,281,eax---lkh---sophisticated/1000-351.tsp,18.3257,3,3.585,3.1495,1.2768,1.1472,1073.5251,721.68,6.9787,6.5816,0.15878586942322098,0.130774906093819,0.870360660464088,0.310435116238004
281,282,eax---lkh---sophisticated/1000-352.tsp,21.589,6,3.5305,3.6255,1.2614,1.288,11345.6127,1344.281,9.3366,7.2036,0.192369238144368,0.179911808701346,0.583225367712741,0.387625642529541
282,283,eax---lkh---sophisticated/1000-353.tsp,21.6555,7,3.3818,3.379,1.2184,1.2176,125.2907,67.196,4.8306,4.2076,0.191753031424154,0.180848154577017,0.575077874553338,0.37415161309535
283,284,eax---lkh---sophisticated/1000-354.tsp,21.2259,4,3.2226,3.2305,1.1702,1.1726,8445.0488,2357.8435,9.0413,7.7655,0.18715296129433598,0.17401748715048598,0.576124350283122,0.359899037905529
284,285,eax---lkh---sophisticated/1000-355.tsp,23.1151,9,4.7713,4.1885,1.5626,1.4323,4702.204,1308.909,8.4558,7.1769,0.20966254790108899,0.203702162908037,0.501852420241105,0.423960498195764
285,286,eax---lkh---sophisticated/1000-356.tsp,18.7077,10,2.8846,2.8845,1.0594,1.0594,18701.2326,36000.0,9.8363,10.4913,0.163378753865983,0.133114373851381,0.826858363856553,0.3297197857325
286,287,eax---lkh---sophisticated/1000-357.tsp,18.7755,8,3.2129,3.2275,1.1672,1.1717,28858.2473,36000.0,10.2702,10.4913,0.166707615487563,0.132821310712848,0.845852697007652,0.346131656279023
287,288,eax---lkh---sophisticated/1000-358.tsp,19.9727,5,3.0583,3.1055,1.1179,1.1332,540.0568,320.453,6.2917,5.7697,0.17861779354651602,0.163908683311243,0.679320712295516,0.34882969106310696
288,289,eax---lkh---sophisticated/1000-359.tsp,20.5685,5,3.2872,3.2935,1.19,1.192,11616.6787,1611.8535,9.3602,7.3851,0.182711838643914,0.16625598139193498,0.664479357344374,0.360037423745307
289,290,eax---lkh---sophisticated/1000-36.tsp,19.706,6,4.1792,3.623,1.4301,1.2873,703.6961,659.71,6.5563,6.4918,0.172012906896025,0.149933457255181,0.703449827525687,0.35084571737918696
290,291,eax---lkh---sophisticated/1000-360.tsp,20.3543,7,6.7412,4.072,1.9082,1.4041,98.0105,53.093,4.5851,3.972,0.17805216114621902,0.151043328602532,0.768990106512332,0.34721753101911595
291,292,eax---lkh---sophisticated/1000-361.tsp,21.0391,8,3.6596,3.0465,1.2974,1.114,9.2613,8.0655,2.2258,2.0876,0.18846907418943298,0.17685835596180002,0.592998756074152,0.371201312243041
292,293,eax---lkh---sophisticated/1000-362.tsp,19.2409,5,3.0044,3.0015,1.1001,1.0991,5131.5822,1864.5845,8.5432,7.5308,0.16695424153011398,0.144580034755402,0.840091843918424,0.349400978959805
293,294,eax---lkh---sophisticated/1000-363.tsp,20.8617,2,3.2538,3.2725,1.1798,1.1856,1002.0209,802.7395,6.9098,6.688,0.18399882377486299,0.162187924330003,0.658095364726596,0.35887359700925997
294,295,eax---lkh---sophisticated/1000-364.tsp,21.2024,7,3.9361,3.518,1.3702,1.2579,511.4056,439.5075,6.2372,6.0857,0.18966730832553202,0.163030704136438,0.645615137433953,0.361426198243644
295,296,eax---lkh---sophisticated/1000-365.tsp,19.2615,10,2.526,2.542,0.9266,0.933,32607.843,36000.0,10.3923,10.4913,0.169197606548214,0.14088308426143,0.789885483773705,0.33882692501714795
296,297,eax---lkh---sophisticated/1000-366.tsp,18.294,10,3.209,3.235,1.166,1.174,4435.7592,915.7155,8.3975,6.8197,0.157863173581879,0.129812271222212,0.831567001002766,0.289938692358375
297,298,eax---lkh---sophisticated/1000-367.tsp,21.3725,9,3.1832,3.2105,1.1579,1.1664,17.0749,9.298,2.8376,2.2298,0.190118727653874,0.17206735866896,0.653744783593289,0.37729690710035096
298,299,eax---lkh---sophisticated/1000-368.tsp,23.4176,9,5.8962,4.142,1.7743,1.4212,72.6583,41.7185,4.2858,3.7309,0.211088134272544,0.206640775237794,0.48137199074434,0.405260210267065
299,300,eax---lkh---sophisticated/1000-369.tsp,20.7481,1,3.9904,3.2445,1.3839,1.177,143.2637,136.606,4.9647,4.9171,0.186185420017807,0.17054904740118101,0.690639012019965,0.374475392238987
300,301,eax---lkh---sophisticated/1000-37.tsp,18.3901,1,5.7609,3.3655,1.7511,1.2136,36000.0,36000.0,10.4913,10.4913,0.15900279283887797,0.137181228026993,0.797941804047508,0.339371236187829
301,302,eax---lkh---sophisticated/1000-370.tsp,20.1874,4,2.9248,2.8875,1.0732,1.0604,12109.4549,2667.294,9.4017,7.8888,0.1789476947554,0.158147571868935,0.6770006711773,0.355265733543959
302,303,eax---lkh---sophisticated/1000-371.tsp,20.7957,9,3.0835,3.1055,1.1261,1.1332,664.4296,628.842,6.4989,6.4439,0.18332394368749,0.17111020310087,0.620646894812061,0.357771761601356
303,304,eax---lkh---sophisticated/1000-372.tsp,19.5485,7,3.2816,2.861,1.1883,1.0512,197.2547,207.432,5.2845,5.3348,0.17203164548069,0.148540016168963,0.763335671344552,0.34047854165430097
304,305,eax---lkh---sophisticated/1000-373.tsp,21.6735,3,3.8342,3.3705,1.344,1.2151,64.8124,64.191,4.1715,4.1619,0.195227042998115,0.185509637970175,0.523757854177916,0.377047171389029
305,306,eax---lkh---sophisticated/1000-374.tsp,19.5815,10,3.1227,3.2095,1.1387,1.1661,2.835,2.345,1.042,0.8523,0.17120399993785299,0.147914016370462,0.780996589526942,0.366077761369199
306,307,eax---lkh---sophisticated/1000-375.tsp,22.7122,4,5.3784,3.7075,1.6824,1.3104,375.0127,221.5525,5.927,5.4007,0.204378850506728,0.200414593786397,0.482243512284424,0.395067248251955
307,308,eax---lkh---sophisticated/1000-376.tsp,18.4481,1,3.347,2.9975,1.2081,1.0978,29066.689,36000.0,10.2773,10.4913,0.161849144913533,0.122455477047768,0.876092657834681,0.31843786826733
308,309,eax---lkh---sophisticated/1000-377.tsp,19.4647,2,3.4113,3.383,1.2271,1.2188,1070.9254,752.201,6.9763,6.623,0.17336006419349198,0.14866735475304999,0.722738508703798,0.373024565944585
309,310,eax---lkh---sophisticated/1000-378.tsp,18.778,2,4.2608,3.24,1.4495,1.1756,22306.8438,36000.0,10.0126,10.4913,0.16577151946054602,0.137906830822153,0.819385695034364,0.327243324731791
310,311,eax---lkh---sophisticated/1000-379.tsp,20.9997,6,2.9761,2.9465,1.0906,1.0806,361.1434,311.728,5.8893,5.7421,0.18781443697400502,0.17564830680606497,0.630804186326125,0.353626723176224
311,312,eax---lkh---sophisticated/1000-38.tsp,23.2192,6,3.8342,3.859,1.344,1.3504,17.9432,13.219,2.8872,2.5817,0.21066628792947298,0.208694793697907,0.461586929844374,0.399652756791778
312,313,eax---lkh---sophisticated/1000-380.tsp,20.3572,7,2.9812,3.011,1.0923,1.1023,36000.0,36000.0,10.4913,10.4913,0.178911311049067,0.161002538478696,0.695220508858449,0.341679251985731
313,314,eax---lkh---sophisticated/1000-381.tsp,19.6917,2,3.6624,3.2125,1.2981,1.167,97.6097,81.121,4.581,4.3959,0.175706017086352,0.165167830934973,0.579922164728021,0.32712540187997996
314,315,eax---lkh---sophisticated/1000-382.tsp,22.0624,6,4.3993,3.374,1.4814,1.2161,323.0342,275.2025,5.7778,5.6175,0.19840905911379497,0.182469107966454,0.582682691405678,0.347037762419962
315,316,eax---lkh---sophisticated/1000-383.tsp,16.7104,8,2.7329,2.8035,1.0054,1.0309,51.9826,30.507,3.9509,3.418,0.146300457648982,0.119088706351779,0.833030747871842,0.270190583181175
316,317,eax---lkh---sophisticated/1000-384.tsp,22.4797,4,4.6591,3.522,1.5388,1.259,354.7618,258.3675,5.8714,5.5544,0.20252932300328702,0.197697504818804,0.556790275111766,0.38810899362305495
317,318,eax---lkh---sophisticated/1000-385.tsp,22.4488,1,3.4524,3.456,1.2391,1.2401,516.2792,340.1895,6.2466,5.8295,0.200554951843062,0.19456374158568698,0.502758418328394,0.3815182021985
318,319,eax---lkh---sophisticated/1000-386.tsp,19.9862,1,3.5142,3.5345,1.2568,1.2626,15227.6691,2742.2835,9.6309,7.9165,0.177393585057319,0.157265463526239,0.701669757035314,0.317333105193246
319,320,eax---lkh---sophisticated/1000-387.tsp,20.3688,1,3.275,3.3705,1.1863,1.2151,160.6875,92.9395,5.0795,4.5319,0.181226120709059,0.16636942337226202,0.662842084130874,0.322597296032835
320,321,eax---lkh---sophisticated/1000-388.tsp,21.4358,2,8.5301,6.7185,2.1436,1.9049,16.5114,9.3575,2.8041,2.2362,0.191722522526718,0.175990024581774,0.592977553447515,0.368188935518106
321,322,eax---lkh---sophisticated/1000-389.tsp,18.4493,9,5.3344,3.969,1.6742,1.3785,1224.562,1022.2095,7.1103,6.9297,0.169459307611616,0.145095100248401,0.751811847476136,0.35134257347650305
322,323,eax---lkh---sophisticated/1000-39.tsp,21.713,8,3.4443,3.5425,1.2367,1.2648,221.0148,169.9255,5.3982,5.1354,0.19269902656841897,0.175955838287013,0.621293464084599,0.37899232878124506
323,324,eax---lkh---sophisticated/1000-390.tsp,19.3992,8,2.9801,3.0325,1.092,1.1094,43.1453,32.7985,3.7646,3.4904,0.17286090640402,0.16009153202767998,0.680115550883876,0.381987044811252
324,325,eax---lkh---sophisticated/1000-391.tsp,18.9381,8,3.7881,3.369,1.3319,1.2146,3.4579,1.353,1.2407,0.3023,0.168277256717658,0.15510983722708901,0.717720409507459,0.35172042992511
325,326,eax---lkh---sophisticated/1000-392.tsp,20.4654,10,3.1746,3.2455,1.1552,1.1773,25627.3801,36000.0,10.1514,10.4913,0.181760847719209,0.159268994225962,0.673098000085871,0.35134972674769005
326,327,eax---lkh---sophisticated/1000-393.tsp,18.2927,1,3.7988,3.001,1.3347,1.0989,273.4811,197.5195,5.6112,5.2858,0.15801968696459698,0.12438989382476799,0.800661664758438,0.29345385244573197
327,328,eax---lkh---sophisticated/1000-394.tsp,22.9376,9,3.8568,3.374,1.3498,1.2161,210.279,121.151,5.3484,4.797,0.20694087177257703,0.202174500743714,0.478350944545427,0.401639578510886
328,329,eax---lkh---sophisticated/1000-395.tsp,18.5794,1,2.853,2.8925,1.0484,1.0621,421.1274,315.7365,6.0429,5.7549,0.163608380683994,0.140831300030068,0.835683024519316,0.276024983885275
329,330,eax---lkh---sophisticated/1000-396.tsp,19.1285,10,2.7418,2.8245,1.0086,1.0383,1136.2995,871.7025,7.0355,6.7704,0.16726390068059,0.138523142589447,0.794143757035935,0.329241701871299
330,331,eax---lkh---sophisticated/1000-397.tsp,20.4031,7,4.0666,3.599,1.4028,1.2807,19249.7793,36000.0,9.8653,10.4913,0.181840795720343,0.161211556670861,0.750807144931915,0.39560180383293697
331,332,eax---lkh---sophisticated/1000-398.tsp,18.2272,9,2.4216,2.387,0.8844,0.87,11341.8018,1194.0465,9.3363,7.0851,0.158163679751219,0.12797253455219598,0.793691571907125,0.29995808932901896
332,333,eax---lkh---sophisticated/1000-399.tsp,19.4695,9,3.8225,3.4785,1.3409,1.2466,116.3147,107.442,4.7563,4.677,0.171966471661671,0.152847881024599,0.702650082133591,0.33354175163356903
333,334,eax---lkh---sophisticated/1000-4.tsp,20.8012,10,4.9806,3.9635,1.6056,1.3771,4963.7986,1482.7625,8.5099,7.3017,0.184505245307708,0.16309324549001603,0.695146412370477,0.393462214817165
334,335,eax---lkh---sophisticated/1000-40.tsp,17.9252,4,3.1172,3.1485,1.1369,1.1469,29322.958,36000.0,10.2861,10.4913,0.156687409166468,0.12208266159443201,0.849153702516757,0.289043847877776
335,336,eax---lkh---sophisticated/1000-400.tsp,17.8728,2,2.8325,2.869,1.0412,1.054,9.6826,8.516,2.2703,2.1419,0.15632283907558198,0.119568014943013,0.969572730277566,0.300999782956134
336,337,eax---lkh---sophisticated/1000-401.tsp,20.2606,4,3.3408,3.33,1.2062,1.203,37.7018,32.661,3.6297,3.4862,0.178766590147478,0.15956182987210998,0.671835063287154,0.34801625398386604
337,338,eax---lkh---sophisticated/1000-402.tsp,23.271,5,4.443,3.732,1.4913,1.3169,118.1371,85.6,4.7718,4.4497,0.210767767488785,0.203989201906772,0.476031061327739,0.403396543853694
338,339,eax---lkh---sophisticated/1000-403.tsp,21.0851,4,3.0348,2.6095,1.1101,0.9592,475.7896,468.8275,6.165,6.1502,0.191449169772091,0.177937684738223,0.673106288588302,0.3473247719367
339,340,eax---lkh---sophisticated/1000-404.tsp,20.1017,2,2.8312,2.8815,1.0407,1.0583,12136.0499,2616.2145,9.4039,7.8695,0.178173157184848,0.17056123285599498,0.70513019498142,0.35670696235414096
340,341,eax---lkh---sophisticated/1000-405.tsp,22.7741,3,5.0365,3.9275,1.6167,1.368,1202.4625,822.851,7.0921,6.7128,0.205678286313586,0.198720578706249,0.492200760669022,0.385389737961982
341,342,eax---lkh---sophisticated/1000-406.tsp,22.1368,7,3.5934,3.1815,1.2791,1.1574,1.6426,1.3055,0.4963,0.2666,0.19968045695373698,0.191552990604049,0.52279417808219,0.38740025584271404
342,343,eax---lkh---sophisticated/1000-407.tsp,21.3967,4,3.6648,3.754,1.2988,1.3228,600.0757,471.421,6.3971,6.1558,0.19328741093179902,0.174997231039831,0.655931325487839,0.40073775693165997
343,344,eax---lkh---sophisticated/1000-408.tsp,22.333,7,4.9121,3.628,1.5917,1.2887,49.6329,22.875,3.9047,3.13,0.201037340962332,0.19286107444058098,0.529931855735733,0.387724172269571
344,345,eax---lkh---sophisticated/1000-409.tsp,19.4557,8,3.1237,3.097,1.139,1.1304,25890.8995,36000.0,10.1616,10.4913,0.17177644858909502,0.161860215573547,0.642118413858597,0.305849222391115
345,346,eax---lkh---sophisticated/1000-41.tsp,19.0132,8,4.3428,3.085,1.4685,1.1266,6.9138,5.776,1.9335,1.7537,0.167574456049085,0.144866206617334,0.762031065987993,0.330150923458257
346,347,eax---lkh---sophisticated/1000-410.tsp,19.3919,1,2.928,3.001,1.0743,1.0989,5.7543,4.3255,1.7499,1.4645,0.17020603397166298,0.142906622483133,0.789333779801154,0.313385071201537
347,348,eax---lkh---sophisticated/1000-411.tsp,20.0219,1,2.6715,2.6865,0.9826,0.9882,8811.6301,2196.796,9.0838,7.6948,0.17674595081030803,0.151748731776367,0.698425588388153,0.339923396631534
348,349,eax---lkh---sophisticated/1000-412.tsp,18.6823,8,3.7701,3.2515,1.3271,1.1791,529.0356,196.346,6.2711,5.2799,0.161549534449648,0.129066972453378,0.847267549844786,0.332344720676245
349,350,eax---lkh---sophisticated/1000-413.tsp,20.702,7,3.2389,3.3075,1.1752,1.1962,11929.4372,1797.4295,9.3868,7.4941,0.184810750168351,0.16584689885443302,0.69439917038916,0.345273569740038
350,351,eax---lkh---sophisticated/1000-414.tsp,19.3952,2,2.9746,2.9675,1.0901,1.0877,18495.8522,36000.0,9.8253,10.4913,0.171177764124667,0.149992916666013,0.762060090077681,0.324803927415012
351,352,eax---lkh---sophisticated/1000-415.tsp,19.8086,2,2.9257,3.006,1.0735,1.1006,109.3108,76.9655,4.6942,4.3434,0.176772377162558,0.160827817822789,0.700176828672224,0.330381308732727
352,353,eax---lkh---sophisticated/1000-416.tsp,18.5038,2,3.0135,2.9635,1.1031,1.0864,15441.9519,2867.585,9.6448,7.9612,0.163351260327754,0.143043408129922,0.791824490198957,0.304339540059372
353,354,eax---lkh---sophisticated/1000-417.tsp,21.9546,9,3.2992,3.3415,1.1937,1.2064,25760.5484,36000.0,10.1566,10.4913,0.197292606425656,0.18336205123035498,0.576641383701917,0.37611700697964
354,355,eax---lkh---sophisticated/1000-418.tsp,21.9828,1,4.0421,3.302,1.3968,1.1945,2.1546,2.22,0.7676,0.7975,0.195407847894887,0.189289876319699,0.542139807820408,0.36810899641819
355,356,eax---lkh---sophisticated/1000-419.tsp,20.1541,6,3.0277,2.681,1.1078,0.9862,163.678,114.6425,5.0979,4.7418,0.177536028544915,0.163518239493602,0.699962462364953,0.352810347549635
356,357,eax---lkh---sophisticated/1000-42.tsp,18.8709,9,3.3868,3.4235,1.2199,1.2307,262.1061,165.4255,5.5687,5.1085,0.16786219939509298,0.143620071983181,0.872682793420098,0.35658559405878
357,358,eax---lkh---sophisticated/1000-420.tsp,22.3273,2,3.6566,3.681,1.2965,1.3032,11910.5681,2260.8445,9.3852,7.7235,0.199771722769044,0.187150091263924,0.517925772674102,0.38924154086698
358,359,eax---lkh---sophisticated/1000-421.tsp,20.6113,6,3.5333,3.5165,1.2622,1.2575,125.3952,101.276,4.8315,4.6178,0.183209534980806,0.16799485478895998,0.651055842782551,0.351263616068214
359,360,eax---lkh---sophisticated/1000-422.tsp,21.5126,7,3.4436,3.474,1.2365,1.2453,356.6451,386.673,5.8767,5.9576,0.193357258694287,0.1780857068215,0.691901362221048,0.38235843184500695
360,361,eax---lkh---sophisticated/1000-423.tsp,16.8495,4,2.9469,2.9915,1.0808,1.0958,4785.896,1676.9145,8.4734,7.4247,0.14633221997392598,0.114264678736367,0.899156499001785,0.268462628164428
361,362,eax---lkh---sophisticated/1000-424.tsp,22.5343,2,3.1943,3.107,1.1614,1.1337,173.8816,63.844,5.1584,4.1564,0.20309674121684398,0.19879937800522,0.483669491944649,0.390306401284706
362,363,eax---lkh---sophisticated/1000-425.tsp,20.9708,4,4.6013,3.6335,1.5263,1.2902,1261.4524,833.1415,7.14,6.7252,0.184821665927146,0.167203982921572,0.611214408839951,0.371309739938984
363,364,eax---lkh---sophisticated/1000-426.tsp,18.7164,3,5.824,3.685,1.762,1.3043,30.6903,18.779,3.4239,2.9327,0.16430020834458903,0.13657216577656,0.783726440229874,0.288032960878329
364,365,eax---lkh---sophisticated/1000-427.tsp,19.9394,6,2.7999,2.8465,1.0296,1.0461,25780.7844,36000.0,10.1574,10.4913,0.17501613464839302,0.153557079403047,0.717343197903962,0.35548421323991697
365,366,eax---lkh---sophisticated/1000-428.tsp,20.4291,7,4.3196,3.1795,1.4632,1.1567,394.4084,358.264,5.9774,5.8813,0.17895324150874,0.163990445615593,0.657815296851217,0.358152692870217
366,367,eax---lkh---sophisticated/1000-429.tsp,19.4322,5,3.6355,3.17,1.2907,1.1537,12.0695,12.382,2.4907,2.5162,0.171463372465809,0.142582230344034,0.821248025577311,0.34949590732628405
367,368,eax---lkh---sophisticated/1000-43.tsp,19.2212,6,3.8862,3.373,1.3574,1.2158,4443.6265,911.0565,8.3992,6.8146,0.169680870938277,0.14761236620548202,0.641155738241648,0.307741921580476
368,369,eax---lkh---sophisticated/1000-430.tsp,20.7058,5,3.3211,3.3045,1.2003,1.1953,556.9156,456.6655,6.3224,6.124,0.184351243424324,0.16194932148768498,0.707354054318766,0.38138857494829104
369,370,eax---lkh---sophisticated/1000-431.tsp,20.3213,4,3.6926,3.176,1.3063,1.1556,927.8613,775.148,6.8329,6.6531,0.180566128806047,0.161696732110373,0.567413653461051,0.336886859247097
370,371,eax---lkh---sophisticated/1000-432.tsp,22.0288,5,3.6927,3.638,1.3064,1.2914,272.4673,212.697,5.6075,5.3599,0.197069164012716,0.190067886823629,0.551099117022303,0.366945847685245
371,372,eax---lkh---sophisticated/1000-433.tsp,21.4918,5,3.447,3.477,1.2375,1.2462,4547.0912,982.9985,8.4222,6.8906,0.192965976359928,0.17917701910221798,0.601198097375381,0.380100454530992
372,373,eax---lkh---sophisticated/1000-434.tsp,20.6421,9,5.3682,4.0775,1.6805,1.4055,396.8611,186.9785,5.9836,5.231,0.181522788505594,0.16517544452893498,0.641435415788244,0.348629412221153
373,374,eax---lkh---sophisticated/1000-435.tsp,18.2764,3,2.7527,2.7285,1.0126,1.0038,261.2991,163.627,5.5657,5.0976,0.160956878587527,0.133227787393974,0.817343721373914,0.313771250744382
374,375,eax---lkh---sophisticated/1000-436.tsp,18.1646,7,2.5486,2.4885,0.9355,0.9117,91.0772,53.086,4.5117,3.9719,0.157121818219134,0.11576094308144799,0.932399087523464,0.322320882194209
375,376,eax---lkh---sophisticated/1000-437.tsp,21.6024,10,4.5007,3.246,1.5042,1.1774,35.6851,41.74,3.5747,3.7315,0.192197589150494,0.18880907128896898,0.614082950331684,0.386165608083328
376,377,eax---lkh---sophisticated/1000-438.tsp,18.742,4,3.1841,3.163,1.1582,1.1515,29145.4027,36000.0,10.2801,10.4913,0.161435551294686,0.128879190765318,0.857412281844311,0.315328774862916
377,378,eax---lkh---sophisticated/1000-439.tsp,20.0906,3,3.1631,3.1835,1.1516,1.158,2.2265,2.2515,0.8004,0.8116,0.176874016908128,0.162171351206994,0.66988281154724,0.35771937727867703
378,379,eax---lkh---sophisticated/1000-44.tsp,18.605,7,3.2269,3.1475,1.1715,1.1466,4550.9615,778.9725,8.4231,6.658,0.16946794724473,0.147549424731447,0.968594945549841,0.393689512340655
379,380,eax---lkh---sophisticated/1000-440.tsp,20.3807,4,2.9601,2.967,1.0852,1.0876,1061.5421,919.8485,6.9675,6.8242,0.180368693287411,0.15719215189395502,0.708372571758215,0.343726302115137
380,381,eax---lkh---sophisticated/1000-441.tsp,21.1098,3,3.5922,3.2195,1.2788,1.1692,88.9577,91.4715,4.4882,4.516,0.188236674578815,0.176466605079466,0.606126216433658,0.362522110183406
